id;nome;data_nascimento;local_nascimento;data_morte;local_morte;biografia;foto
7799;António Lourenço da Silveira Macedo;1818;Horta/Faial/Açores;1891;Horta;;
7800;António Xavier Rodrigues Cordeiro;1819;Cortes/Leiria;1896;Lisboa;;
7801;António Maria Eusébio;1819;Setúbal;1911;Setúbal;;
7802;João de Lemos;1819;Peso da Régua;1890;Lisboa;;
7803;Fontes Pereira de Melo;1819;Lisboa;1887;Lisboa;;
7804;João Cândido Furtado;1820;Viana do Castelo;1905;Oliveira de Azeméis;;
7805;Vicente Pereira de Carvalho Guimarães;1820;Porto;1846;Rio de Janeiro;;
7806;Evaristo Basto;1821;Porto;1865;Porto;;
7807;Paulo Midosi;1821;Lisboa;1888;Lisboa;;
7808;Visconde de Sanches de Baena;1822;Vairão/Vila do Conde;1909;Benfica/Lisboa;;
7809;Joaquim Martins de Carvalho;1822;Coimbra;1898;Coimbra;;
7810;Nuno Porco (Ou Porto);;;;;;
7811;João Velho de Pedrogaes;;;;;;
7812;Abril Peres;;;;;;
7813;Fernão Rodrigues Redondo;;;;;;
7814;Rodrigo Eanes Redondo;;;;;;
7815;Mendinho;;;;;;
7816;Mónio Fernandes de Mirapeixe;;;;;;
7817;Diego Moniz;;;;;;
7818;Pêro Anes Marinho;;;;;;
7819;D. Garcia Martins;;;;;;
7820;Pêro Martins;;;;;;
7821;Diogo Gonçalves de Montemor-o-Novo;;;;;;
7822;Fernão Padrom;;;;;;
7823;Martim Padrozelos;;;;;;
7824;Airas Pais;;;;;;
7825;João;;;;;;
7826;Fernão do Lago;;;;;;
7827;Fernão Figueira de Lemos;;;;;;
7828;D. Lopo Liaz;;;;;;
7829;João de Lobeira;1260;;;;
7830;Lourenço;;;;;;
7831;João Romeu de Lugo;;;;;;
7832;Martim Anes Marinho;;;;;;
7833;Airas Peres Vuitoron;;;;;;
7834;Santo António;1190;Lisboa;1231;Pádua;;
7835;Pedro Hispano;1210;Lisboa;1277;Viterbo/Itália;;
7836;D. Pedro Afonso, Conde de Barcelos;1280;Torres Vedras;1354;Lalim/Lamego;;
7837;Fernão Lopes;1380;Lisboa;1460;Lisboa?;;
7838;D. Duarte;1391;Viseu;1438;Tomar;;
7839;Gomes Eanes de Zurara;1410;Vila do Pinheiro Grande;1473;?;;
7840;Afonso de Albuquerque;1445;Alhandra;1515;Caleiate/Índia;;
7841;Aires Barbosa;1470;Aveiro;1540;Esgueira/Aveiro;;
7842;Leão Hebreu;1460;Lisboa;1535;?;;
7843;Tomé Pires;1468;Leiria?;1522;Pequim?;;
7844;Garcia de Resende;1470;Évora;1536;Évora;;
7845;Bernardim Ribeiro;1490;Torrão;1535;Lisboa?;;
7846;João de Barros;1496;Viseu;1570;Ribeira de Alitém/Pombal;;
7847;Fernão Lopes de Castanheda;1500;Santarém?;1559;Coimbra;;
7848;Francisco de Morais;1500;Lisboa ou Bragança?;1572;Évora?;;
7849;Garcia de Orta;1499;Castelo de Vide? Elvas? Vila Viçosa?;1568;Goa/Índia;;
7850;D. Pedro de Almeida;1490;;;;
7851;João Afonso de Aveiro;;;;;;
7852;Álvaro Barreto;;;;;;
7853;Duarte de Brito;;;;;;
7854;João Roiz de Castel Branco;;;;;;
7855;Duarte da Gama;;;;;;
7856;Luís Henriques;;;;;;
7857;João Roiz de Lucena;;;;;;
7858;D. João Manuel;1469;Lisboa;1499;corte dos reis católicos;;
7859;D. João de Meneses;1460;;1514;Azamor/norte de África;;
7860;D. Rodrigo de Castro, o de Monsanto;1440;;;;
7861;Diogo de Pedrosa;;;;;;
7862;Álvaro de Brito Pestana;1500;Évora;?;?;;
7863;Antoni Planells;;;;;;
7864;João Gonçalves;;;;;;
7865;Pedro Homem;;;;;;
7866;D. Luís de Azevedo;;;;;;
7867;João Barbato;;;;;;
7868;Diogo Brandão;1530;Porto;?;Porto;;
7869;D. Goterres Coutinho;;;;;;
7870;D. Filipa de Almada;;;;;;
7871;António Norton;1924;Coimbra;1989;Porto;;
7872;Alexandre O'Neill;1924;Lisboa;1986;Lisboa;;
7873;Pina Prata;1924;Lisboa;;;
7874;Natércia Rocha;1924;Lisboa;2004;Lisboa;;
7875;Alfredo Rosário Rodrigues;1924;Lisboa;;;
7876;António Maria Pereira;1924;Lisboa;2009;Lisboa;;
7877;Rui Gomes Pereira;1924;Divar/Goa;1989;Pangim;;
7878;Carlos Pinhão;1924;Lisboa;1993;Lisboa;;
7879;Clementino Pinto;1924;S. Lourenço de Almancil/Loulé;1998;Faro;;
7880;Paulo Renato;1924;Lisboa;1981;Lisboa;;
7881;Luiz Francisco Rebello;1924;Lisboa;2011;Lisboa;;
7882;António Ramos Rosa;1924;Faro;2013;Lisboa;;
7883;Mário Soares;1924;Lisboa;;;
7884;Maria do Carmo Rodrigues;1924;Santa Luzia/Funchal;;;
7885;Alberto Machado da Rosa;1924;Angra do Heroísmo/Açores;1974;Los Angeles/Califórnia/E.U.A.;;
7886;Fernando Luso Soares;1924;Alenquer;;;
7887;Amadeu Torres;1924;Vila de Punhe/Viana do Castelo;2012;Braga?;;
7888;Manuel Simões;1924;Ansião;1995;Braga;;
7889;Teobaldo Virgínio;1924;Vila da Ponta do Sol/Santo Antão/Cabo Verde;;;
7890;Arnaldo Araújo;1925;S. Cosme de Gondomar;1984;Porto;;
7891;Lucinda Araújo;1925;Forjão/Valadares;;;
7892;Maria Teresa Vale;1924;Coimbra;;;
7893;Taborda de Vasconcelos;1924;Porto;2009;?;;
7894;César das Neves;1841;Lisboa;1920;Porto;;
7895;Pe. Aníbal Rodrigues;1919;Castro Laboreiro/Melgaço;;;
7896;José Hermano Saraiva;1919;Leiria;2012;Palmela;;
7897;Graziela Saviotti;1919;Livorno/Itália;1966;Lisboa;;
7898;Naríade Galvão;1919;Évora;;;
7899;Manuel Gomes Guerreiro;1919;Querença/Loulé;2000;Lisboa;;
7900;Pe. Francisco Videira Pires;1919;Torre de D. Chama/Mirandela;;;
7901;Joel Serrão;1919;Funchal/Madeira;2008;Sesimbra;;
7902;Fernando Namora;1919;Condeixa;1989;Lisboa;;
7903;Jorge de Sena;1919;Lisboa;1978;Santa Barbara;;
7904;João Antunes Varela;1919;Ervedal/Avis;;;
7905;Maria Manuela Couto Viana;1919;Viana do Castelo;1983;Lisboa;;
7906;Maria Antunes Vieira;1919;Peralva/Tomar;;;
7907;Francisco  Xavier da Silva;1832;Lisboa;?;Ponta Delgada/Açores;;
7908;Henrique Teixeira de Sousa;1919;Bernardo Gomes/Ilha do Fogo/Cabo Verde;2006;Oeiras;;
7909;João Andresen;1920;Porto;1967;Porto;;
7910;Pedro Cunha e Serra;1919;Vila Real;2003;?;;
7911;Curado Ribeiro;1919;Lisboa;1995;Lisboa;;
7912;Ruben A.;1920;Lisboa;1975;Londres;;
7913;Leonel Augusto de Almeida Abrantes;1920;Folgosinho/Gouveia;;;
7914;Nadir Afonso;1920;Codeçais;2013;Cascais;;
7915;Artur Agostinho;1920;Lisboa;2011;Lisboa;;
7916;Hortense de Almeida;1920;Lisboa;;;
7917;Fernando Pacheco de Amorim;1920;Viana do Castelo;;;
7918;Domingos de Pinho Brandão;1920;Rossas/Arouca;1988;Porto;;
7919;Raul de Carvalho;1920;Alvito;1984;Porto;;
7920;Mário Castrim;1920;Ílhavo;2002;Lisboa;;
7921;Fernando Rodrigues Barragão;1920;Vila Real de Santo António;;;
7922;Alfredo de Barros;1920;Valença do Minho;1982;Valença;;
7923;Joaquim Lopes Belchior;1920;Estoi/Faro;1996;Lisboa;;
7924;Joaquim Barradas de Carvalho;1920;Lisboa;1980;Lisboa;;
7925;Manuel Romão Boavida;1920;Zebreira;1979;Lisboa;;
7926;Frei Joaquim Bonifácio;1920;Alcaide;;;
7927;Francisco Alves da Costa;1920;Lisboa;;;
7928;Mário Alberto Nunes Costa;1920;Estremoz;;;
7929;José Luís Cajão;1920;Figueira da Foz;2008;Lisboa;;
7930;Julião Soares de Azevedo;1920;Ilha do Pico;1953;Lisboa;;
7931;Amadeu Costa;1920;Viana do Castelo;1999;Viana do Castelo;;
7932;Alberto Ferreira;1920;Lisboa;2000;Lisboa;;
7933;Júlio Fragata;1920;Seixo de Ansiães/Carrazeda de Ansiães;1985;Braga;;
7934;Celestino de Castro;1920;Porto;2007;Lisboa?;;
7935;Jacinto do Prado Coelho;1920;Lisboa;1984;Lisboa;;
7936;Silva Cunha;1920;Santo Tirso;;;
7937;Almeida Carrapato;1920;Faro;1985;Faro;;
7938;Egito Gonçalves;1920;Matosinhos;2001;Porto?;;
7939;Fortunato Coutinho;1920;Margão/Goa;1967;Goa;;
7940;Armando Ventura Ferreira;1920;Olhão;1987;Lisboa;;
7941;Natércia Freire;1920;Benavente;2004;Lisboa;;
7942;Artur Nobre de Gusmão;1920;Mourão;;;
7943;Henrique Jorge;1920;Porto;1978;Lisboa;;
7944;Francisco Mendes da Luz;1920;Aires/Nisa;1995;Lisboa;;
7945;J. V. de  Pina Martins;1920;Penalva de Alva/Oliveira do Hospital;2010;Lisboa;;
7946;Deolinda Maria José Correia Mateus;1920;Faro;;;
7947;Maria Almira Medina;1920;Taverede/Figueira da Foz;;;
7948;António Pinho;1920;Caminha;;;
7949;Carlos Alberto Garcia;1920;Lisboa;;;
7950;Maria Madalena de Cagigal e Silva;1920;Penafiel;1984;Lisboa;;
7951;A. Teixeira da Mota;1920;Lisboa;1982;Lisboa;;
7952;Sidónio Muralha;1920;Lisboa;1982;Curitiba;;
7953;Egídio Namorado;1920;Alter do Chão;1976;Carcavelos/Cascais;;
7954;Jorge Peixoto;1920;Tortosendo/Covilhã;1977;Coimbra;;
7955;Fernando Graça e Silva;1920;Beja;;;
7956;Martin Heidegger;;;;;;
7957;;
7958;Luís Galhardo;1874;Lisboa;1929;Lisboa;;
7959;Artur Leitão;1874;Coimbra;1941;Coimbra;;
7960;João Jardim de Vilhena;1873;Coimbra;;;
7961;Avelino de Almeida;1873;Sintra;1932;Lisboa;;
7962;Ernesto de Melo;1872;Penafiel;1939;Penafiel;;
7963;França Borges;1871;Sobral de Monte Agraço;;;
7964;;
7965;;
7966;Duarte Bruno;1868;Povoação/São Miguel/Açores;1950;Algés;;
7967;Paio de Cana;;;;;;
7968;António Mendes Cardoso;1935;São Filipe/Ilha do Fogo/Cabo Verde;1993;Porto;;
7969;José de Arriaga;1848;Horta;1921;Lisboa;;
7970;;
7971;João de Gaia;;;;;;
7972;D. Gomes Garcia;;;;;;
7973;Martin de Ginzo;;;;;;
7974;Golparro;;;;;;
7975;A. Gomes;;;;;;
7976;Rui Gomes - o Freire;;;;;;
7977;Reimon Gonçalves;;;;;;
7978;Estêvão da Guarda;1280;Guarda?;1362;Lisboa?;;
7979;Fernando Eanes;;;;;;
7980;Fernando Eanes;;;;;;
7981;Garcia Mendes de Eixo;;;;;;
7982;Estêvão Fernandes Elvas;;;;;;
7983;Airas Enjeitado;;;;;;
7984;Fernando Esquio;;;;;;
7985;Estêvão Falão;;;;;;
7986;Galisteu Fernandes;;;;;;
7987;Mem Vasques de Folhete;;;;;;
7988;Fernão Froiaz;;;;;;
7989;Paio Gomes Charinho;1295;Pontevedra;?;?;;
7990;Martin Codax;;;;;;
7991;D. João Soares Coelho;;;;;;
7992;Airas Carpancho;;;;;;
7993;Afonso Fernandes Cubel;;;;;;
7994;João Fernandes Dardeleiro;;;;;;
7995;Caldeirón;;;;;;
7996;Fernão Rodrigues de Calheiros;;;;;;
7997;Vasco Rodrigues de Calvelo;;;;;;
7998;Paio Calvo;;;;;;
7999;João Nunes Camanês;;;;;;
8000;Martim Campina;;;;;;
8001;- Cartuxo;;;;;;
8002;Rui Martins do Casal;;;;;;
8003;Nuno Eanes Cerzeo;;;;;;
8004;D. Afonso X;;;;;;
8005;Álvaro Afonso;;;;;;
8006;Pêro de Berdia;;;;;;
8007;Armindo Rodrigues;1904;Lisboa;1993;Lisboa;;
8008;Alfredo Reguengo;1909;Meadela/Viana do Castelo;1980;Meadela;;
8009;Óscar Ribas;1909;Luanda/Angola;2004;Cascais;;
8010;Maria Lúcia Silva Rosa;1909;Torres Novas;;;
8011;Afonso Eduardo Martins Zúquete;1909;Porto;;;
8012;Luís Cabral Adão;1910;Vila Flor;1992;Setúbal;;
8013;Leopoldo Danilo Barreiros;1910;?;1994;?;;
8014;José Galhardo;1905;Lisboa;1967;Lisboa;;
8015;José Rafael Basto Machado;1900;Lisboa;1966;Funchal;;
8016;Artur Maciel;1900;Lisboa;1977;Lisboa;;
8017;Caetano Montez;1900;Salvador/Santarém;1972;Lisboa;;
8018;Alice Ogando;1900;Lisboa;1981;Lisboa;;
8019;José Osório de Oliveira;1900;Setúbal;1964;Lisboa;;
8020;Miguel de Almeida Paile;1900;Porto;1958;Porto;;
8021;José Diogo Cabrita;1927;Paderne/Albufeira;;;
8022;António Cacho;1927;Belém do Pará/Brasil;;;
8023;João Mota de Campos;1927;Ruivães/Vieira do Minho;;;
8024;Luís Arouca;1934;Lisboa;;;
8025;D. Manuel de Almeida Trindade;1918;Monsanto/Idanha-a-Nova;;;
8026;;
8027;Margarida de Abreu;;;;;;
8028;Amílcar Paulo;1929;Porto;1983;Porto;;
8029;Guedes da Silva;1929;Peso da Régua;;;
8030;Deodato Pires;1929;Vila Nova de São Bento/Serpa;;;
8031;Lolita Ramirez;1929;Vila Real de Santo António;;;
8032;Helder Ferreira Travado;1929;Cartaxo;;;
8033;João Veloso;1929;Santa Maria/Lagos;;;
8034;Pe. Carlindo Vieira;1929;S. Salvador da Torre/Viana do Castelo;;;
8035;Alberto Vilaça;1929;Coimbra;;;
8036;António Augusto Tavares;1929;Pena Verde/Aguiar da Beira;;;
8037;Marcelino dos Santos;1929;Lumbo/Moçambique;;;
8038;Maria do Carmo Pinheiro Torres;1929;Tadim/Braga;;;
8039;Carlos Neves D' Alge;1930;Chaves;;;
8040;José Miguel Ramos de Almeida;1930;Lisboa;;;
8041;Fernando Alvarenga;1930;Ermesinde/Valongo;;;
8042;Viriato Camilo;1930;Montemor-o-Novo;;;
8043;Maria da Conceição Campos;1930;Valença do Minho;;;
8044;António da Silva Carriço;1930;Monchique;;;
8045;J. Rentes de Carvalho;1930;Vila Nova de Gaia;;;
8046;Isabel Gouveia;1930;Aldeia das Dez;;;
8047;Maria do Céu Carvalho;1930;Lisboa;;;
8048;Eduarda Chiote;1930;Mogadouro;;;
8049;Alberto Vasco Rodrigues Codeço;1930;Arcos de Valdevez;;;
8050;Carlos Gouveia;1930;Peniche;;;
8051;José Maria da Silva Couto;1930;Vila do Conde;;;
8052;M. Macedo Faria;1930;Funchal;;;
8053;Blasco Hugo Fernandes;1930;Mapuçá/Goa;2002;Lisboa;;
8054;Correia da Fonseca;1930;Torres Vedras;;;
8055;Elsa Gonçalves;1930;Guarda;;;
8056;Herberto Helder;1930;Funchal;;;
8057;Sebastião de Lorena;1930;Lisboa;;;
8058;Dinis Machado;1930;Lisboa;2008;Lisboa;;
8059;Jaime Gralheiro;1930;Macieira/Sul/São Pedro do Sul;;;
8060;José Guimarães;1930;Porto;;;
8061;Maria do Pilar Figueiredo;1930;Cambeses/Barcelos;;;
8062;Eugénio Lisboa;1930;Lourenço Marques (hoje Maputo)/Moçambique;;;
8063;Maria Alberta Menéres;1930;Vila Nova de Gaia;;;
8064;Júlio Moreira;1930;Lisboa;;;
8065;Alda Lara;1930;Benguela/Angola;1962;Cambambe/Angola;;
8066;Albano Martins;1930;Telhado;;;
8067;Maria de Lourdes Pintasilgo;1930;Abrantes;2004;Lisboa;;
8068;Carlos Porto;1930;Porto;2008;Lisboa;;
8069;Francisco de Queirós;1930;Luzim/Penafiel;;;
8070;Arsénio Mota;1930;Bustos/Oliveira do Bairro;;;
8071;José Vítor Rangel;1930;Bastorá/Goa;;;
8072;Maria de Lurdes Modesto;1930;Beja;;;
8073;Eduardo dos Santos;1930;Moimenta da Serra/Gouveia;;;
8074;António Emílio Sacchetti;1930;Aveiro;;;
8075;Henrique Segurado;1930;Lisboa;;;
8076;Josué da Silva;1930;Lisboa;;;
8077;Manuel de Azevedo Sequeira e Silva;1930;Vila Franca de Xira;1958;Lisboa;;
8078;Susete Viegas;1930;Lisboa;;;
8079;Zulmira Oliva;1930;Paderne/Albufeira;;;
8080;José Rodrigues Palhas;1930;Ovar;;;
8081;Kjell Risvik;;;;;;
8082;Dieter Offenhauser;;;;;;
8083;Dejan Stankovic;;;;;;
8084;Maria Alzira Seixo;1941;Barreiro;;;
8085;Lídia Jorge;1946;Boliqueime;;;
8086;Geneviève Leibrich;;;;;;
8087;Richard Zenith;;;;;;
8088;González Deus;;;;;;
8089;Gregory Rabassa;;;;;;
8090;Yves Coleman;;;;;;
8091;Maralde Meyer-Minnemann;;;;;;
8092;Michelle Giudicelli;;;;;;
8093;Olinda Kleiman;;;;;;
8094;Hélder Lourenço;;;;;;
8095;Bernhard Sylla;;;;;;
8096;Vítor Moura;;;;;;
8097;Mário da Silva Brito;;;;;;
8098;Vittorio Martinetto;;;;;;
8099;Ole Eistrup;;;;;;
8100;Carlos Baptista;;;;;;
8101;Rosi Bettermann;;;;;;
8102;Rainer Bettermann;;;;;;
8103;Basilio Losada;;;;;;
8104;Rodolfo Alpízar;;;;;;
8105;Rita Desti;;;;;;
8106;Bogdanovskogo .;;;;;;
8107;N. Malyhinoj;;;;;;
8108;Andreas Klotsch;;;;;;
8109;Zdravka Naidenova;;;;;;
8110;Josep Daurella;;;;;;
8111;Fan Wei Xin;;;;;;
8112;Mone Hvass;;;;;;
8113;Miroslav Lenghardt;;;;;;
8114;Pirjo Suomalainen Pedrosa;;;;;;
8115;Eugenia Alexios;;;;;;
8116;Miriam Tivon;;;;;;
8117;Laura Lukács;;;;;;
8118;Giovanni Pontiero;;;;;;
8119;Carmen Radulet;;;;;;
8120;Elzbieta Milewska;;;;;;
8121;Mioara Caragea;;;;;;
8122;Lúcia Tiago Stankovic;;;;;;
8123;Victor Martínez Gil;;;;;;
8124;Peter Poulsen;;;;;;
8125;Claude Fages;;;;;;
8126;Székely Ervin;;;;;;
8127;Christian Rugstad;;;;;;
8128;Jyrki Lappi Seppälä;;;;;;
8129;Mirela Stanciulescu;;;;;;
8130;Joan Casas Fuster;;;;;;
8131;Athina Psillia;;;;;;
8132;Xavier Pàmies;;;;;;
8133;Cesary Dlugsz;;;;;;
8134;Hans Berggren;;;;;;
8135;Kirjalainen Erkki;;;;;;
8136;Erkki Kirjalainen;;;;;;
8137;Pál Ferenc;;;;;;
8138;Jordnaka Velínova do Nascimento;;;;;;
8139;Sarita Brandt;;;;;;
8140;Pilar del Río;;;;;;
8141;Margaret Jull Costa;;;;;;
8142;Dulce María Zúñiga;;;;;;
8143;Giulia Lanciani;;;;;;
8144;Albano Saraiva;;;;;;
8145;Josep Lluís Sirera;;;;;;
8146;Nicole Siganos;;;;;;
8147;Oliveira San Payo;1925;São Paio de Vizela;;;
8148;Luísa Sancho;1925;Olhão;;;
8149;Glória de Sant'Anna;1925;Lisboa;2009;Vila Nova de Gaia;;
8150;Manuel Pinto Ferreira de Sousa;1925;Guilhufe/Penafiel;;;
8151;Álvaro Terreiro;1925;Almeida;;;
8152;Pedro Bom;1914;Lisboa;;;
8153;Edmundo Cardoso;1914;Margão/Índia Portuguesa;;;
8154;Joaquim Veríssimo Serrão;1925;Santarém;;;
8155;Maria José Alves Pereira da Silva;1925;Luanda/Angola;;;
8156;Nelson de Barros;1914;Lisboa;1966;Lisboa;;
8157;Vieira Simões;1925;Lourenço Marques (hoje Maputo)/Moçambique;;;
8158;Humberto da Sylvan;1925;Luanda;;;
8159;Marta de Lima;1914;Linda-a-Pastora;;;
8160;António Lino;1914;Guimarães;1996;Odivelas;;
8161;António Dacosta;1914;Angra do Heroísmo/Açores;1990;Paris;;
8162;Manuel Sousa Ventura;1925;Castelo Branco;;;
8163;Vítor Manuel Lopes Vieira;1925;Évora;;;
8164;Lino de Abreu;1914;Divar/Goa;1975;?;;
8165;Jorge Pereira Alves;1914;Parede/Cascais;1976;Lisboa;;
8166;Garibaldino de Andrade;1914;Ponte de Sor;1970;Ponte de Sor;;
8167;Eduardo Metzner Leone;1914;Lisboa;1989;Lisboa;;
8168;Costa Barreto;1914;Porto;1973;Porto;;
8169;Joaquim Falcão Marques Ferrer;1914;Miranda do Corvo;1994;?;;
8170;Augusto Silva Reis Góis;1914;Cercal do Alentejo/Santiago do Cacém;;;
8171;Armando Martins Janeira;1914;Felgueiras;1988;Lisboa;;
8172;António Losa;1914;Marinhas/Esposende;2000;Braga;;
8173;Afonso Rodrigues Queiró;1914;Tamengos/Anadia;1995;?;;
8174;José Pedro Machado;1914;Faro;2005;Lisboa;;
8175;Franklin Ferraz dos Santos Marques;1914;Lisboa;1987;Lisboa;;
8176;Joaquim Namorado;1914;Alter do Chão;1986;Coimbra;;
8177;António Pires Prata;1914;Salgueiro do Campo/Castelo Branco;1984;Castelo Branco;;
8178;Isaura Correia Santos;1914;Alegrete/Portalegre;1989;Porto;;
8179;Lúcio Craveiro da Silva;1914;Tortosendo/Covilhã;;;
8180;Santana Quintinha;1914;Silves;1990;Lisboa;;
8181;José Blanc de Portugal;1914;Lisboa;2000;Lisboa;;
8182;Maria da Conceição Nobre;1914;Cardosas/Arruda dos Vinhos;;;
8183;Álvaro Salema;1914;Viana do Castelo;1991;Lisboa;;
8184;Maria Adelaide Vitório;1914;Alvalade do Sado;;;
8185;Eduardo Augusto de Sá Nogueira Pinto de Balsemão;1837;Ermida/Torres Vedras;1902;Lisboa;;
8186;Mons. Sebastião Rodolfo Dalgado;1855;Mazagão/Índia;1922;Lisboa;;
8187;Joaquim Bensaúde;1859;Ponta Delgada;1952;Lisboa;;
8188;Alda da Silva Soromenho;1914;Lisboa;1994;Lisboa;;
8189;Redondo Júnior;1914;Figueira da Foz;1991;Lisboa;;
8190;Luís Ribeira Seca;1914;Algés/Lisboa;1991;Oeiras;;
8191;Carmo Vaz;1914;Goa;1994;Almada;;
8192;Gil Ferreira;1888;Lisboa;1942;Lisboa;;
8193;Bento da França;1859;Lisboa;1906;Lisboa;;
8194;Carlos França;1877;Torres Vedras;1926;Lisboa;;
8195;Bernardino de Sena Freitas;1812;Rio de Janeiro;1876;Ponta Delgada;;
8196;José Augusto A. Teixeira;1914;Gonçalo/Guarda;1991;Lisboa;;
8197;Godofredo Ferreira;1886;Lisboa;1981;Lisboa;;
8198;Manuel Barbosa Leão;1832;Parada de Todeia/Paredes;1903;Porto;;
8199;Gip;1859;Margão;1900;Margão;;
8200;Mário de Azevedo Gomes;1885;Angra do Heroísmo;1965;Lisboa;;
8201;Amadeu de Freitas;1876;Amarante;1932;Lisboa;;
8202;Francisco Luís Gomes;1829;Navelim/Salcete/Índia;1869;Mar Mediterrâneo a bordo do «Massélia»;;
8203;Luís da Cunha Gonçalves;1875;Nova Goa;1956;Lisboa;;
8204;Miguel Ângelo Lambertini;1852;Porto;1920;Lisboa;;
8205;Ferreira Martins;1875;Lisboa;1967;Lisboa;;
8206;Francisco Jacobetty;1853;Lisboa;1898;Faro;;
8207;Manuel Joaquim;1894;Tinhela de Monforte/Valpaços;1986;Coimbra;;
8208;Luís de Figueiredo da Guerra;1853;Viana do Castelo;1931;Viana do Castelo;;
8209;Laura Wake Marques;1879;Lisboa;1957;Lisboa;;
8210;Pe. Manuel Francisco de Miranda;1866;Vila Fria/Viana do Castelo;1921;Braga;;
8211;Lino de Macedo;1858;Coimbra;1919;Lisboa;;
8212;Cónego António Miranda de Magalhães;1882;Ponte de Lima;1932;Lisboa;;
8213;J. Fraga Pery de Linde;1865;Lisboa;1919;Lisboa;;
8214;António Lopes Mendes;1835;Vila Real;1894;Lisboa;;
8215;Aurélio Quintanilha;1892;Angra do Heroísmo;1987;Maputo/Moçambique;;
8216;Oliveira Vidal;1924;Celas/Stº. António dos Olivais/Coimbra;1985;Lisboa;;
8217;Carlos João Rademaker;1826;Lisboa;1885;Lisboa;;
8218;Eduardo Correia de Matos;1891;Tavira;1971;Lourenço Marques (hoje Maputo);;
8219;Froilano de Melo;1887;Goa;1955;Goa;;
8220;Bernardo António Serra de Mirabeau;1826;Covilhã;1903;Coimbra;;
8221;José Pontes;1879;Vilarandelo;1961;Lisboa;;
8222;Albano da Silveira (ou da Silva) Pinto;1819;Porto;?;Lisboa;;
8223;A. B. de Bragança Pereira;1883;Utordá/Salcete/Índia Portuguesa;1955;Bangalope;;
8224;Ruela Pombo;1888;Bunheiro/Murtosa;1960;Lisboa;;
8225;Antunes da Silva;1921;Évora;1997;Évora;;
8226;Albino Fernandes de Sá;1921;Antas/Braga;;;
8227;Sátiro Silvino Sardinha;1921;Funchal;;;
8228;H. Lains e Silva;1921;Alcobaça;1984;Lisboa;;
8229;Celeste Andrade;1922;Lisboa;;;
8230;Hernâni Anjos;1922;Santarém;1973;Lisboa;;
8231;Augusto do Souto Barreiros;1922;Azinhaga/Golegã;;;
8232;Leonel Barros;1922;Macau;;;
8233;Manuel Terremoto;1921;Olhão;;;
8234;Ana Lopes Vieira;1921;Cabeça Santa/Penafiel;;;
8235;Francisco José Tenreiro;1921;Roça do Rio do Ouro/São Tomé;1963;Lisboa;;
8236;José Monteiro Correia Alves;1922;Porto;1982;Porto;;
8237;Natividade Correia;1922;Porto;;;
8238;José Augusto Almeida;1922;Ovar;1997;Ovar;;
8239;Luís Ferrand de Almeida;1922;Coimbra;2006;Coimbra?;;
8240;João de Freitas Branco;1922;Lisboa;1989;Caxias;;
8241;Julieta Fatal;1922;Coimbra;;;
8242;Reinaldo Ferreira;1922;Barcelona;1959;Lourenço Marques (hoje Maputo);;
8243;António Rita Ferreira;1922;Lisboa;2014;Cascais;;
8244;Octávio Lixa Filgueiras;1922;Porto;1996;Porto;;
8245;E. H. Serra Brandão;1922;Lisboa;;;
8246;Parmananda R. Divarkar;1922;Benaulim/Goa;;;
8247;Gustavo de Fraga;1922;Fajãzinha/Lages das Flores/Açores;;;
8248;José Augusto França;1922;Tomar;;;
8249;Eduíno Borges Garcia;1922;Ribeira Grande/S.Miguel/Açores;1979;Lisboa;;
8250;António Pinheiro Guimarães;1922;Porto;2000;?;;
8251;Aguinaldo Fonseca;1922;Mindelo;2014;Lisboa;;
8252;Agustina Bessa Luís;1922;Vila Meã;;;
8253;Fernando Mendes Madeira;1922;Leiria;;;
8254;Vasco Miranda;1922;Junça/Almeida;1976;Lisboa;;
8255;Rolando Moisão;1922;Beja;;;
8256;José Ferreira Monte;1922;Coimbra;1985;Figueira da Foz;;
8257;Joaquim Gomes Mota;1922;Tabuaço/Alto Douro;1992;Estoril/Cascais;;
8258;Nuno Teotónio Pereira;1922;Lisboa;;;
8259;Helder Prista Monteiro;1922;Lisboa;1994;Lisboa;;
8260;Adriano Moreira;1922;Grijó de Vale Benfeito/Macedo de Cavaleiros;;;
8261;Alexandre Fradique Morujão;1922;Sampaio de Vizela/Guimarães;;;
8262;Nuno Moniz Pereira;1922;Lisboa;;;
8263;Agostinho Neto;1922;Naxikane/Angola;1979;Moscovo/URSS;;
8264;Nuno Teixeira Neves;1922;Mirandela;;;
8265;Vitor Manuel Palla e Carmo;1922;Lisboa;;;
8266;Albertino Alves Pardinhas;1922;Cortegaça/Ovar;;;
8267;José de Almeida Santos;1922;Buarcos/Figueira da Foz;;;
8268;Assunção da Silva;1922;Velim/Goa;;;
8269;Pedro da Silveira;1922;Fajã Grande/Ilha das Flores/Açores;2003;Lisboa;;
8270;Diamantino Piloto;1922;Tavira;;;
8271;Luís de Sousa Rebelo;1922;Lisboa;2010;S. João do Estoril/Cascais;;
8272;Luís Romano;1922;Vila da Ponta do Sol/Ilha de Santo Antão/Cabo Verde;2010;Natal/Brasil;;
8273;Miguel Serrano;1922;Moura;1996;Lisboa;;
8274;Gonçalo Ribeiro Teles;1922;Lisboa;;;
